{
'Raw input: ######kkoyöjy':'('LD output: kkoyöjy', 'UDT output: kkoyöjy')'
'Raw input: ####mäfbdmä##':'('LD output: mäfbdmä', 'UDT output: mäfbdmä')'
'Raw input: ###mäfbdmä###':'('LD output: mäfbdmä', 'UDT output: mäfbdmä')'
'Raw input: ##mäfbdmä####':'('LD output: mäfbdmä', 'UDT output: mäfbdmä')'
'Raw input: #mäfbdmä#####':'('LD output: mäfbdmä', 'UDT output: mäfbdmä')'
'Raw input: mäfbdmä######':'('LD output: mäfbdmä', 'UDT output: mäfbdmä')'
'Raw input: ######tvtjfmp':'('LD output: tvtjfmp', 'UDT output: tvtjfmp')'
'Raw input: #####tvtjfmp#':'('LD output: tvtjfmp', 'UDT output: tvtjfmp')'
'Raw input: ####tvtjfmp##':'('LD output: tvtjfmp', 'UDT output: tvtjfmp')'
'Raw input: ###tvtjfmp###':'('LD output: tvtjfmp', 'UDT output: tvtjfmp')'
'Raw input: ##tvtjfmp####':'('LD output: tvtjfmp', 'UDT output: tvtjfmp')'
'Raw input: #tvtjfmp#####':'('LD output: tvtjfmp', 'UDT output: tvtjfmp')'
'Raw input: tvtjfmp######':'('LD output: tvtjfmp', 'UDT output: tvtjfmp')'
'Raw input: ######ellifhh':'('LD output: ellifhh', 'UDT output: ellifhh')'
'Raw input: #####ellifhh#':'('LD output: ellifhh', 'UDT output: ellifhh')'
'Raw input: ####ellifhh##':'('LD output: ellifhh', 'UDT output: ellifhh')'
'Raw input: ###ellifhh###':'('LD output: ellifhh', 'UDT output: ellifhh')'
'Raw input: ##ellifhh####':'('LD output: ellifhh', 'UDT output: ellifhh')'
'Raw input: #ellifhh#####':'('LD output: ellifhh', 'UDT output: ellifhh')'
'Raw input: ellifhh######':'('LD output: ellifhh', 'UDT output: ellifhh')'
'Raw input: ######nryfslä':'('LD output: nryfslä', 'UDT output: nryfslä')'
'Raw input: #####nryfslä#':'('LD output: nryfslä', 'UDT output: nryfslä')'
'Raw input: ####nryfslä##':'('LD output: nryfslä', 'UDT output: nryfslä')'
'Raw input: ###nryfslä###':'('LD output: nryfslä', 'UDT output: nryfslä')'
'Raw input: ##nryfslä####':'('LD output: nryfslä', 'UDT output: nryfslä')'
'Raw input: #nryfslä#####':'('LD output: nryfslä', 'UDT output: nryfslä')'
'Raw input: nryfslä######':'('LD output: nryfslä', 'UDT output: nryfslä')'
'Raw input: ######öpjlntm':'('LD output: öpjlntm', 'UDT output: öpjlntm')'
'Raw input: #####öpjlntm#':'('LD output: öpjlntm', 'UDT output: öpjlntm')'
'Raw input: ####öpjlntm##':'('LD output: öpjlntm', 'UDT output: öpjlntm')'
'Raw input: ###öpjlntm###':'('LD output: öpjlntm', 'UDT output: öpjlntm')'
'Raw input: ##öpjlntm####':'('LD output: öpjlntm', 'UDT output: öpjlntm')'
'Raw input: #öpjlntm#####':'('LD output: öpjlntm', 'UDT output: öpjlntm')'
'Raw input: öpjlntm######':'('LD output: öpjlntm', 'UDT output: öpjlntm')'
'Raw input: ######irepfrm':'('LD output: irepfrm', 'UDT output: irepfrm')'
'Raw input: #####irepfrm#':'('LD output: irepfrm', 'UDT output: irepfrm')'
'Raw input: ####irepfrm##':'('LD output: irepfrm', 'UDT output: irepfrm')'
'Raw input: ###irepfrm###':'('LD output: irepfrm', 'UDT output: irepfrm')'
'Raw input: ##irepfrm####':'('LD output: irepfrm', 'UDT output: irepfrm')'
'Raw input: #irepfrm#####':'('LD output: irepfrm', 'UDT output: irepfrm')'
'Raw input: irepfrm######':'('LD output: irepfrm', 'UDT output: irepfrm')'
'Raw input: ######nefrarl':'('LD output: nefrarl', 'UDT output: nefrarl')'
'Raw input: #####nefrarl#':'('LD output: nefrarl', 'UDT output: nefrarl')'
'Raw input: ####nefrarl##':'('LD output: nefrarl', 'UDT output: nefrarl')'
'Raw input: ###nefrarl###':'('LD output: nefrarl', 'UDT output: nefrarl')'
'Raw input: ##nefrarl####':'('LD output: nefrarl', 'UDT output: nefrarl')'
'Raw input: #nefrarl#####':'('LD output: nefrarl', 'UDT output: nefrarl')'
'Raw input: nefrarl######':'('LD output: nefrarl', 'UDT output: nefrarl')'
'Raw input: ######mbutbie':'('LD output: mbutbie', 'UDT output: mbutbie')'
'Raw input: #####mbutbie#':'('LD output: mbutbie', 'UDT output: mbutbie')'
'Raw input: ####mbutbie##':'('LD output: mbutbie', 'UDT output: mbutbie')'
'Raw input: ###mbutbie###':'('LD output: mbutbie', 'UDT output: mbutbie')'
'Raw input: ##mbutbie####':'('LD output: mbutbie', 'UDT output: mbutbie')'
'Raw input: #mbutbie#####':'('LD output: mbutbie', 'UDT output: mbutbie')'
'Raw input: mbutbie######':'('LD output: mbutbie', 'UDT output: mbutbie')'
'Raw input: ######hjkhyly':'('LD output: hjkhyly', 'UDT output: hjkhyly')'
'Raw input: #####hjkhyly#':'('LD output: hjkhyly', 'UDT output: hjkhyly')'
'Raw input: ####hjkhyly##':'('LD output: hjkhyly', 'UDT output: hjkhyly')'
'Raw input: ###hjkhyly###':'('LD output: hjkhyly', 'UDT output: hjkhyly')'
'Raw input: ##hjkhyly####':'('LD output: hjkhyly', 'UDT output: hjkhyly')'
'Raw input: #hjkhyly#####':'('LD output: hjkhyly', 'UDT output: hjkhyly')'
'Raw input: hjkhyly######':'('LD output: hjkhyly', 'UDT output: hjkhyly')'
'Raw input: ######jvsggse':'('LD output: jvsggse', 'UDT output: jvsggse')'
'Raw input: #####jvsggse#':'('LD output: jvsggse', 'UDT output: jvsggse')'
'Raw input: ####jvsggse##':'('LD output: jvsggse', 'UDT output: jvsggse')'
'Raw input: ###jvsggse###':'('LD output: jvsggse', 'UDT output: jvsggse')'
'Raw input: ##jvsggse####':'('LD output: jvsggse', 'UDT output: jvsggse')'
'Raw input: #jvsggse#####':'('LD output: jvsggse', 'UDT output: jvsggse')'
'Raw input: jvsggse######':'('LD output: jvsggse', 'UDT output: jvsggse')'
'Raw input: ######ykpgkdr':'('LD output: ykpgkdr', 'UDT output: ykpgkdr')'
'Raw input: #####ykpgkdr#':'('LD output: ykpgkdr', 'UDT output: ykpgkdr')'
'Raw input: ####ykpgkdr##':'('LD output: ykpgkdr', 'UDT output: ykpgkdr')'
'Raw input: ###ykpgkdr###':'('LD output: ykpgkdr', 'UDT output: ykpgkdr')'
'Raw input: ##ykpgkdr####':'('LD output: ykpgkdr', 'UDT output: ykpgkdr')'
'Raw input: #ykpgkdr#####':'('LD output: ykpgkdr', 'UDT output: ykpgkdr')'
'Raw input: ykpgkdr######':'('LD output: ykpgkdr', 'UDT output: ykpgkdr')'
'Raw input: ######kupidoä':'('LD output: kupidoä', 'UDT output: kupidoä')'
'Raw input: #####kupidoä#':'('LD output: kupidoä', 'UDT output: kupidoä')'
'Raw input: ####kupidoä##':'('LD output: kupidoä', 'UDT output: kupidoä')'
'Raw input: ###kupidoä###':'('LD output: kupidoä', 'UDT output: kupidoä')'
'Raw input: ##kupidoä####':'('LD output: kupidoä', 'UDT output: kupidoä')'
'Raw input: #kupidoä#####':'('LD output: kupidoä', 'UDT output: kupidoä')'
'Raw input: kupidoä######':'('LD output: kupidoä', 'UDT output: kupidoä')'
'Raw input: ######devämup':'('LD output: devämup', 'UDT output: devämup')'
'Raw input: #####devämup#':'('LD output: devämup', 'UDT output: devämup')'
'Raw input: ####devämup##':'('LD output: devmmup', 'UDT output: devämup')'
'Raw input: ###devämup###':'('LD output: devämup', 'UDT output: devämup')'
'Raw input: ##devämup####':'('LD output: devämup', 'UDT output: devämup')'
'Raw input: #devämup#####':'('LD output: devämup', 'UDT output: devämup')'
'Raw input: devämup######':'('LD output: devämup', 'UDT output: devämup')'
'Raw input: ######ijuomvt':'('LD output: ijuomvt', 'UDT output: ijuomvt')'
'Raw input: #####ijuomvt#':'('LD output: ijuomvt', 'UDT output: ijuomvt')'
'Raw input: ####ijuomvt##':'('LD output: ijuomvt', 'UDT output: ijuomvt')'
'Raw input: ###ijuomvt###':'('LD output: ijuomvt', 'UDT output: ijuomvt')'
'Raw input: ##ijuomvt####':'('LD output: ijuomvt', 'UDT output: ijuomvt')'
'Raw input: #ijuomvt#####':'('LD output: ijuomvt', 'UDT output: ijuomvt')'
'Raw input: ijuomvt######':'('LD output: ijuomvt', 'UDT output: ijuomvt')'
'Raw input: ######phrhhds':'('LD output: phrhhds', 'UDT output: phrhhds')'
'Raw input: #####phrhhds#':'('LD output: phrhhds', 'UDT output: phrhhds')'
'Raw input: ####phrhhds##':'('LD output: phrhhds', 'UDT output: phrhhds')'
'Raw input: ###phrhhds###':'('LD output: phrhhds', 'UDT output: phrhhds')'
'Raw input: ##phrhhds####':'('LD output: phrhhds', 'UDT output: phrhhds')'
'Raw input: #phrhhds#####':'('LD output: phrhhds', 'UDT output: phrhhds')'
'Raw input: phrhhds######':'('LD output: phrhhds', 'UDT output: phrhhds')'
'Raw input: ######piäsvil':'('LD output: piäsvil', 'UDT output: piäsvil')'
'Raw input: #####piäsvil#':'('LD output: piäsvil', 'UDT output: piäsvil')'
'Raw input: ####piäsvil##':'('LD output: piäsvil', 'UDT output: piäsvil')'
'Raw input: ###piäsvil###':'('LD output: piäsvil', 'UDT output: piäsvil')'
'Raw input: ##piäsvil####':'('LD output: piäsvil', 'UDT output: piäsvil')'
'Raw input: #piäsvil#####':'('LD output: piäsvil', 'UDT output: piäsvil')'
'Raw input: piäsvil######':'('LD output: piäsvil', 'UDT output: piäsvil')'
'Raw input: ######tgeyehv':'('LD output: tgeyehv', 'UDT output: tgeyehv')'
'Raw input: #####tgeyehv#':'('LD output: tgeyehv', 'UDT output: tgeyehv')'
'Raw input: ####tgeyehv##':'('LD output: tgeyehv', 'UDT output: tgeyehv')'
'Raw input: ###tgeyehv###':'('LD output: tgeyehv', 'UDT output: tgeyehv')'
'Raw input: ##tgeyehv####':'('LD output: tgeyehv', 'UDT output: tgeyehv')'
'Raw input: #tgeyehv#####':'('LD output: tgeyehv', 'UDT output: tgeyehv')'
'Raw input: tgeyehv######':'('LD output: tgeyehv', 'UDT output: tgeyehv')'
'Raw input: ######gevfmju':'('LD output: gevfmju', 'UDT output: gevfmju')'
'Raw input: #####gevfmju#':'('LD output: gevfmju', 'UDT output: gevfmju')'
'Raw input: ####gevfmju##':'('LD output: gevfmju', 'UDT output: gevfmju')'
'Raw input: ###gevfmju###':'('LD output: gevfmju', 'UDT output: gevfmju')'
'Raw input: ##gevfmju####':'('LD output: gevfmju', 'UDT output: gevfmju')'
'Raw input: #gevfmju#####':'('LD output: gevfmju', 'UDT output: gevfmju')'
'Raw input: gevfmju######':'('LD output: gevfmju', 'UDT output: gevfmju')'
'Raw input: ######euhgimr':'('LD output: euhgimr', 'UDT output: euhgimr')'
'Raw input: #####euhgimr#':'('LD output: euhgimr', 'UDT output: euhgimr')'
'Raw input: ####euhgimr##':'('LD output: euhghmr', 'UDT output: euhgimr')'
'Raw input: ###euhgimr###':'('LD output: euhgimr', 'UDT output: euhgimr')'
'Raw input: ##euhgimr####':'('LD output: euhgimr', 'UDT output: euhgimr')'
'Raw input: #euhgimr#####':'('LD output: euhgimr', 'UDT output: euhgimr')'
'Raw input: euhgimr######':'('LD output: euhgimr', 'UDT output: euhgimr')'
'Raw input: ######llrkhdu':'('LD output: llrkhdu', 'UDT output: llrkhdu')'
'Raw input: #####llrkhdu#':'('LD output: llrkhdu', 'UDT output: llrkhdu')'
'Raw input: ####llrkhdu##':'('LD output: llrkhdu', 'UDT output: llrkhdu')'
'Raw input: ###llrkhdu###':'('LD output: llrkhdu', 'UDT output: llrkhdu')'
'Raw input: ##llrkhdu####':'('LD output: llrkhdu', 'UDT output: llrkhdu')'
'Raw input: #llrkhdu#####':'('LD output: llrkhdu', 'UDT output: llrkhdu')'
'Raw input: llrkhdu######':'('LD output: llrkhdu', 'UDT output: llrkhdu')'
'Raw input: ######jttjseä':'('LD output: jttjseä', 'UDT output: jttjseä')'
'Raw input: #####jttjseä#':'('LD output: jttjseä', 'UDT output: jttjseä')'
'Raw input: ####jttjseä##':'('LD output: jttjseä', 'UDT output: jttjseä')'
'Raw input: ###jttjseä###':'('LD output: jttjseä', 'UDT output: jttjseä')'
'Raw input: ##jttjseä####':'('LD output: jttjseä', 'UDT output: jttjseä')'
'Raw input: #jttjseä#####':'('LD output: jttjseä', 'UDT output: jttjseä')'
'Raw input: jttjseä######':'('LD output: jttjseä', 'UDT output: jttjseä')'
'Raw input: ######mrhpört':'('LD output: mrhpört', 'UDT output: mrhpört')'
'Raw input: #####mrhpört#':'('LD output: mrhpört', 'UDT output: mrhpört')'
'Raw input: ####mrhpört##':'('LD output: mrhpört', 'UDT output: mrhpört')'
'Raw input: ###mrhpört###':'('LD output: mrhpört', 'UDT output: mrhpört')'
'Raw input: ##mrhpört####':'('LD output: mrhpört', 'UDT output: mrhpört')'
'Raw input: #mrhpört#####':'('LD output: mrhpört', 'UDT output: mrhpört')'
'Raw input: mrhpört######':'('LD output: mrhpört', 'UDT output: mrhpört')'
'Raw input: ######dpmjpby':'('LD output: dpmjpby', 'UDT output: dpmjpby')'
'Raw input: #####dpmjpby#':'('LD output: dpmjpby', 'UDT output: dpmjpby')'
'Raw input: ####dpmjpby##':'('LD output: dpmjpby', 'UDT output: dpmjpby')'
'Raw input: ###dpmjpby###':'('LD output: dpmjpby', 'UDT output: dpmjpby')'
'Raw input: ##dpmjpby####':'('LD output: dpmjpby', 'UDT output: dpmjpby')'
'Raw input: #dpmjpby#####':'('LD output: dpmjpby', 'UDT output: dpmjpby')'
'Raw input: dpmjpby######':'('LD output: dpmjpby', 'UDT output: dpmjpby')'
'Raw input: ######shätkof':'('LD output: shäkkof', 'UDT output: shätkof')'
'Raw input: #####shätkof#':'('LD output: shätkof', 'UDT output: shätkof')'
'Raw input: ####shätkof##':'('LD output: shätkof', 'UDT output: shätkof')'
'Raw input: ###shätkof###':'('LD output: shätkof', 'UDT output: shätkof')'
'Raw input: ##shätkof####':'('LD output: shätkof', 'UDT output: shätkof')'
'Raw input: #shätkof#####':'('LD output: shätkof', 'UDT output: shätkof')'
'Raw input: shätkof######':'('LD output: shätkof', 'UDT output: shätkof')'
'Raw input: ######bksrnpl':'('LD output: bksrnpl', 'UDT output: bksrnpl')'
'Raw input: #####bksrnpl#':'('LD output: bksrnpl', 'UDT output: bksrnpl')'
'Raw input: ####bksrnpl##':'('LD output: bksrnpl', 'UDT output: bksrnpl')'
'Raw input: ###bksrnpl###':'('LD output: bksrnpl', 'UDT output: bksrnpl')'
'Raw input: ##bksrnpl####':'('LD output: bksrnpl', 'UDT output: bksrnpl')'
'Raw input: #bksrnpl#####':'('LD output: bksrnpl', 'UDT output: bksrnpl')'
'Raw input: bksrnpl######':'('LD output: bksrnpl', 'UDT output: bksrnpl')'
'Raw input: ######fdnföre':'('LD output: fdnföre', 'UDT output: fdnföre')'
'Raw input: #####fdnföre#':'('LD output: fdnföre', 'UDT output: fdnföre')'
'Raw input: ####fdnföre##':'('LD output: fdnföre', 'UDT output: fdnföre')'
'Raw input: ###fdnföre###':'('LD output: fdnföre', 'UDT output: fdnföre')'
'Raw input: ##fdnföre####':'('LD output: fdnföre', 'UDT output: fdnföre')'
'Raw input: #fdnföre#####':'('LD output: fdnföre', 'UDT output: fdnföre')'
'Raw input: fdnföre######':'('LD output: fdnföre', 'UDT output: fdnföre')'
'Raw input: ######hvtshov':'('LD output: hvtshov', 'UDT output: hvtshov')'
'Raw input: #####hvtshov#':'('LD output: hvtshov', 'UDT output: hvtshov')'
'Raw input: ####hvtshov##':'('LD output: hvtshov', 'UDT output: hvtshov')'
'Raw input: ###hvtshov###':'('LD output: hvtshov', 'UDT output: hvtshov')'
'Raw input: ##hvtshov####':'('LD output: hvtshov', 'UDT output: hvtshov')'
'Raw input: #hvtshov#####':'('LD output: hvtshov', 'UDT output: hvtshov')'
'Raw input: hvtshov######':'('LD output: hvtshov', 'UDT output: hvtshov')'
'Raw input: ######räpovhg':'('LD output: räpovhg', 'UDT output: räpovhg')'
'Raw input: #####räpovhg#':'('LD output: räpovhg', 'UDT output: räpovhg')'
'Raw input: ####räpovhg##':'('LD output: räpovhg', 'UDT output: räpovhg')'
'Raw input: ###räpovhg###':'('LD output: räpovhg', 'UDT output: räpovhg')'
'Raw input: ##räpovhg####':'('LD output: räpovhg', 'UDT output: räpovhg')'
'Raw input: #räpovhg#####':'('LD output: räpovhg', 'UDT output: räpovhg')'
'Raw input: räpovhg######':'('LD output: räpovhg', 'UDT output: räpovhg')'
'Raw input: ######tgifbds':'('LD output: tgifbds', 'UDT output: tgifbds')'
'Raw input: #####tgifbds#':'('LD output: tgifbds', 'UDT output: tgifbds')'
'Raw input: ####tgifbds##':'('LD output: tgifbds', 'UDT output: tgifbds')'
'Raw input: ###tgifbds###':'('LD output: tgifbds', 'UDT output: tgifbds')'
'Raw input: ##tgifbds####':'('LD output: tgifbds', 'UDT output: tgifbds')'
'Raw input: #tgifbds#####':'('LD output: tgifbds', 'UDT output: tgifbds')'
'Raw input: tgifbds######':'('LD output: tgifbds', 'UDT output: tgifbds')'
'Raw input: ######uetfsio':'('LD output: uetfsio', 'UDT output: uetfsio')'
'Raw input: #####uetfsio#':'('LD output: uetfsio', 'UDT output: uetfsio')'
'Raw input: ####uetfsio##':'('LD output: uetfsio', 'UDT output: uetfsio')'
'Raw input: ###uetfsio###':'('LD output: uetfsio', 'UDT output: uetfsio')'
'Raw input: ##uetfsio####':'('LD output: uetfsio', 'UDT output: uetfsio')'
'Raw input: #uetfsio#####':'('LD output: uetfsio', 'UDT output: uetfsio')'
'Raw input: uetfsio######':'('LD output: uutfsio', 'UDT output: uetfsio')'
'Raw input: ######rtsgkhi':'('LD output: rtsgkhi', 'UDT output: rtsgkhi')'
'Raw input: #####rtsgkhi#':'('LD output: rtsgkhi', 'UDT output: rtsgkhi')'
'Raw input: ####rtsgkhi##':'('LD output: rtsgkhi', 'UDT output: rtsgkhi')'
'Raw input: ###rtsgkhi###':'('LD output: rtsgkhi', 'UDT output: rtsgkhi')'
'Raw input: ##rtsgkhi####':'('LD output: rtsgkhi', 'UDT output: rtsgkhi')'
'Raw input: #rtsgkhi#####':'('LD output: rtsgkhi', 'UDT output: rtsgkhi')'
'Raw input: rtsgkhi######':'('LD output: rtsgkhi', 'UDT output: rtsgkhi')'
'Raw input: ######buypngy':'('LD output: buypngy', 'UDT output: buypngy')'
'Raw input: #####buypngy#':'('LD output: buypngy', 'UDT output: buypngy')'
'Raw input: ####buypngy##':'('LD output: buypngy', 'UDT output: buypngy')'
'Raw input: ###buypngy###':'('LD output: buypngy', 'UDT output: buypngy')'
'Raw input: ##buypngy####':'('LD output: buypngy', 'UDT output: buypngy')'
'Raw input: #buypngy#####':'('LD output: buypngy', 'UDT output: buypngy')'
'Raw input: buypngy######':'('LD output: buypngy', 'UDT output: buypngy')'
'Raw input: ######kpvsldr':'('LD output: kpvsldr', 'UDT output: kpvsldr')'
'Raw input: #####kpvsldr#':'('LD output: kpvsldr', 'UDT output: kpvsldr')'
'Raw input: ####kpvsldr##':'('LD output: kpvsldr', 'UDT output: kpvsldr')'
'Raw input: ###kpvsldr###':'('LD output: kpvsldr', 'UDT output: kpvsldr')'
'Raw input: ##kpvsldr####':'('LD output: kpvsldr', 'UDT output: kpvsldr')'
'Raw input: #kpvsldr#####':'('LD output: kpvsldr', 'UDT output: kpvsldr')'
'Raw input: kpvsldr######':'('LD output: kpvsldr', 'UDT output: kpvsldr')'
'Raw input: ######gdikumf':'('LD output: gdikmmf', 'UDT output: gdikumf')'
'Raw input: #####gdikumf#':'('LD output: gdikumf', 'UDT output: gdikumf')'
'Raw input: ####gdikumf##':'('LD output: gdikumf', 'UDT output: gdikumf')'
'Raw input: ###gdikumf###':'('LD output: gdikumf', 'UDT output: gdikumf')'
'Raw input: ##gdikumf####':'('LD output: gdikkmf', 'UDT output: gdikumf')'
'Raw input: #gdikumf#####':'('LD output: gdikumf', 'UDT output: gdikumf')'
'Raw input: gdikumf######':'('LD output: gdkkumf', 'UDT output: gdikumf')'
'Raw input: ######spdopie':'('LD output: spdopie', 'UDT output: spdopie')'
'Raw input: #####spdopie#':'('LD output: spdopie', 'UDT output: spdopie')'
'Raw input: ####spdopie##':'('LD output: spdopie', 'UDT output: spdopie')'
'Raw input: ###spdopie###':'('LD output: spdopie', 'UDT output: spdopie')'
'Raw input: ##spdopie####':'('LD output: spdopie', 'UDT output: spdopie')'
'Raw input: #spdopie#####':'('LD output: spdopie', 'UDT output: spdopie')'
'Raw input: spdopie######':'('LD output: spdopie', 'UDT output: spdopie')'
'Raw input: ######vshyijf':'('LD output: vshyijf', 'UDT output: vshyijf')'
'Raw input: #####vshyijf#':'('LD output: vshyijf', 'UDT output: vshyijf')'
'Raw input: ####vshyijf##':'('LD output: vshyijf', 'UDT output: vshyijf')'
'Raw input: ###vshyijf###':'('LD output: vshyijf', 'UDT output: vshyijf')'
'Raw input: ##vshyijf####':'('LD output: vshyijf', 'UDT output: vshyijf')'
'Raw input: #vshyijf#####':'('LD output: vshyijf', 'UDT output: vshyijf')'
'Raw input: vshyijf######':'('LD output: vshyijf', 'UDT output: vshyijf')'
'Raw input: ######ftiutny':'('LD output: ftiutny', 'UDT output: ftiutny')'
'Raw input: #####ftiutny#':'('LD output: ftiutny', 'UDT output: ftiutny')'
'Raw input: ####ftiutny##':'('LD output: ftiutny', 'UDT output: ftiutny')'
'Raw input: ###ftiutny###':'('LD output: ftiutny', 'UDT output: ftiutny')'
'Raw input: ##ftiutny####':'('LD output: ftiutny', 'UDT output: ftiutny')'
'Raw input: #ftiutny#####':'('LD output: ftiutny', 'UDT output: ftiutny')'
'Raw input: ftiutny######':'('LD output: ftiutny', 'UDT output: ftiutny')'
'Raw input: ######hkgätae':'('LD output: hkhätae', 'UDT output: hkgätae')'
'Raw input: #####hkgätae#':'('LD output: hkgätae', 'UDT output: hkgätae')'
'Raw input: ####hkgätae##':'('LD output: hkgätae', 'UDT output: hkgätae')'
'Raw input: ###hkgätae###':'('LD output: hkgätae', 'UDT output: hkgätae')'
'Raw input: ##hkgätae####':'('LD output: hkgätae', 'UDT output: hkgätae')'
'Raw input: #hkgätae#####':'('LD output: hkgätae', 'UDT output: hkgätae')'
'Raw input: hkgätae######':'('LD output: hkgätae', 'UDT output: hkgätae')'
'Raw input: ######räfbkir':'('LD output: räfbkir', 'UDT output: räfbkir')'
'Raw input: #####räfbkir#':'('LD output: räfbkir', 'UDT output: räfbkir')'
